数据范围,剧本ID,剧本名称,剧目类别,核心关系,核心主题,核心主题序号,次要主题集合,主题组合ID,主题组合,主题组合显示,主题数量,主题序号集合,x起点序号,x终点序号,网络密度,度中心化,内容量权重,主题证据词集合,主题_忠义家国,主题_政治权力,主题_婚恋姻缘,主题_家庭亲情,主题_公案冤狱,主题_除暴侠义,主题_战争武略,主题_恩怨报偿,主题_善恶转化,主题_礼教品格,主题_宗教祥瑞,主题_文人世情
全量,01005002,浣纱记,历史戏,亲属关系,战争武略,7,家庭亲情|除暴侠义,T040607,家庭亲情|除暴侠义|战争武略,家庭亲情 + 除暴侠义 + 战争武略,3,4|6|7,4,7,0.666667,1.0,21.22,家庭亲情:子、父、女、类别先验:家庭戏、关系先验:亲属关系|除暴侠义:英雄、关系先验:同盟关系、豪杰、关系先验:冲突关系、虎|战争武略:兵、将军、战、将、关,0,0,0,1,0,1,1,0,0,0,0,0
全量,01005003,天雷报,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,0.6,0.6,31.54,婚恋姻缘:夫妇、妻、夫妻、夫人、类别先验:家庭戏|家庭亲情:父母、母、子、父、类别先验:家庭戏|文人世情:状元、书、才、灯,0,0,1,1,0,0,0,0,0,0,0,0
全量,01005005,沙陀国,历史戏,权力关系,政治权力,2,婚恋姻缘|战争武略,T020307,政治权力|婚恋姻缘|战争武略,政治权力 + 婚恋姻缘 + 战争武略,3,2|3|7,2,7,1.0,0.0,27.72,政治权力:王、天子、帝、圣旨、关系先验:权力关系|婚恋姻缘:夫人、钗、配、郎|家庭亲情:父子、父、关系先验:亲属关系、儿、母|战争武略:兵、将、类别先验:历史戏、关系先验:冲突关系、战,0,1,1,0,0,0,1,0,0,0,0,0
全量,01005006,六月雪,公案戏,审判与恩怨关系,公案冤狱,5,家庭亲情|礼教品格,T040510,家庭亲情|公案冤狱|礼教品格,家庭亲情 + 公案冤狱 + 礼教品格,3,4|5|10,4,10,0.833333,0.333333,25.72,家庭亲情:母、儿、女、关系先验:亲属关系、亲|公案冤狱:冤、法场、冤狱、狱、状|礼教品格:孝妇、孝、节、关系先验:亲属关系、礼,0,0,0,1,1,0,0,0,0,1,0,0
全量,01005007,二进宫,历史戏,权力关系,政治权力,2,忠义家国,T0102,忠义家国|政治权力,忠义家国 + 政治权力,2,1|2,1,2,1.0,0.0,24.36,忠义家国:社稷、忠、保国、朝纲、保驾|政治权力:二进宫、宫、太师、朝、帝,1,1,0,0,0,0,0,0,0,0,0,0
全量,01005008,玉堂春,公案戏,审判与恩怨关系,公案冤狱,5,政治权力|家庭亲情,T020405,政治权力|家庭亲情|公案冤狱,政治权力 + 家庭亲情 + 公案冤狱,3,2|4|5,2,5,0,0,30.09,政治权力:王、朝廷、关系先验:权力关系、类别先验:历史戏、官|家庭亲情:亲、子、女、关系先验:亲属关系、儿|公案冤狱:审、案、审问、状、关系先验:审判与恩怨关系|宗教祥瑞:神、关系先验:审判与恩怨关系、庙,0,1,0,1,1,0,0,0,0,0,0,0
全量,01005009,孝感天,神怪戏,亲属关系,家庭亲情,4,婚恋姻缘|礼教品格|宗教祥瑞,T03041011,婚恋姻缘|家庭亲情|礼教品格|宗教祥瑞,婚恋姻缘 + 家庭亲情 + 礼教品格 + 宗教祥瑞,4,3|4|10|11,3,11,1.0,0.0,18.49,婚恋姻缘:夫妻、妻、关系先验:婚恋关系、类别先验:家庭戏、夫妇|家庭亲情:母子、母、子、类别先验:家庭戏、关系先验:亲属关系|礼教品格:孝、节、类别先验:家庭戏、关系先验:亲属关系、关系先验:婚恋关系|宗教祥瑞:托梦、梦、鬼、神、寿,0,0,1,1,0,0,0,0,0,1,1,0
全量,01005010,御碑亭,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘|礼教品格|文人世情,T03041012,婚恋姻缘|家庭亲情|礼教品格|文人世情,婚恋姻缘 + 家庭亲情 + 礼教品格 + 文人世情,4,3|4|10|12,3,12,0.611111,0.5,39.11,婚恋姻缘:夫妻、妻、夫人、关系先验:婚恋关系、结发|家庭亲情:父母、母、子、家门、父|礼教品格:贞、礼、节、烈女、名节|文人世情:士子、士、书生、书、亭,0,0,1,1,0,0,0,0,0,1,0,1
全量,01005011,回荆州,历史戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略,T030407,婚恋姻缘|家庭亲情|战争武略,婚恋姻缘 + 家庭亲情 + 战争武略,3,3|4|7,3,7,1.0,0.0,35.27,婚恋姻缘:洞房、夫妇、夫人、郎、夫妻|战争武略:计、将军、兵、将、军,0,0,1,1,0,0,1,0,0,0,0,0
全量,01005012,海潮珠,家庭戏,亲属关系,家庭亲情,4,政治权力|婚恋姻缘,T020304,政治权力|婚恋姻缘|家庭亲情,政治权力 + 婚恋姻缘 + 家庭亲情,3,2|3|4,2,4,1.0,0.0,26.17,政治权力:王、登基、关系先验:权力关系、类别先验:历史戏、皇帝|婚恋姻缘:妻、夫妻、夫人、关系先验:婚恋关系、配|家庭亲情:母子、子、关系先验:亲属关系、母、关系先验:婚恋关系|文人世情:士、花园、楼、园、关系先验:婚恋关系,0,1,1,1,0,0,0,0,0,0,0,0
全量,01005013,双摇会,家庭戏,婚恋关系,婚恋姻缘,3,礼教品格|文人世情,T031012,婚恋姻缘|礼教品格|文人世情,婚恋姻缘 + 礼教品格 + 文人世情,3,3|10|12,3,12,0.866667,0.2,30.72,婚恋姻缘:妻、关系先验:婚恋关系、鸳鸯、类别先验:家庭戏、钗|礼教品格:骂、节、类别先验:家庭戏、教、关系先验:亲属关系|文人世情:书、士、关系先验:婚恋关系、才,0,0,1,0,0,0,0,0,0,1,0,1
全量,01005014,胭脂虎,历史戏,冲突关系,战争武略,7,政治权力|家庭亲情,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,1.0,0.0,34.82,政治权力:王、朝廷、天子、关系先验:权力关系、类别先验:历史戏|婚恋姻缘:夫人、夫妻、姻缘、配、妻|家庭亲情:母、女、母亲、亲、父母|战争武略:将、军、将军、战、类别先验:历史戏,0,1,0,1,0,0,1,0,0,0,0,0
全量,01005015,审李七,公案戏,审判与恩怨关系,公案冤狱,5,政治权力,T0205,政治权力|公案冤狱,政治权力 + 公案冤狱,2,2|5,2,5,1.0,0.0,25.16,政治权力:王、官、关系先验:权力关系、朝|公案冤狱:入狱、审、冤、案、狱|除暴侠义:盗、强盗、类别先验:江湖戏,0,1,0,0,1,0,0,0,0,0,0,0
全量,01005016,大劈棺,神怪戏,婚恋关系,婚恋姻缘,3,家庭亲情|文人世情,T030412,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,3,12,1.0,0.0,29.63,婚恋姻缘:夫妇、洞房、妻、关系先验:婚恋关系、类别先验:家庭戏|家庭亲情:子、女、类别先验:家庭戏、关系先验:亲属关系、儿|礼教品格:守节、节、类别先验:家庭戏、关系先验:亲属关系、孝|文人世情:世情、关系先验:婚恋关系、书、才、士,0,0,1,1,0,0,0,0,0,0,0,1
全量,01005017,柳林池,公案戏,审判与恩怨关系,公案冤狱,5,政治权力|家庭亲情|文人世情,T02040512,政治权力|家庭亲情|公案冤狱|文人世情,政治权力 + 家庭亲情 + 公案冤狱 + 文人世情,4,2|4|5|12,2,12,1.0,0,20.19,政治权力:金殿、官、关系先验:权力关系、天子、朝|家庭亲情:母子、子、女、儿女、类别先验:家庭戏|公案冤狱:包公、铡美案、铡、状、案|文人世情:状元、才、士、关系先验:婚恋关系、文,0,1,0,1,1,0,0,0,0,0,0,1
全量,01006001,连营寨,历史戏,冲突关系,战争武略,7,政治权力|恩怨报偿,T020708,政治权力|战争武略|恩怨报偿,政治权力 + 战争武略 + 恩怨报偿,3,2|7|8,2,8,0.8,0.333333,41.7,政治权力:丞相、帝、朝、王、关系先验:权力关系|战争武略:出兵、将军、军、兵、关|恩怨报偿:恨、仇、报、祭、报仇|文人世情:书生、士、书、文、才,0,1,0,0,0,0,1,1,0,0,0,0
全量,01006002,战长沙,历史戏,冲突关系,战争武略,7,忠义家国,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,0.833333,0.333333,27.08,忠义家国:忠、义、类别先验:历史戏、关系先验:同盟关系|战争武略:战、关、将军、城、将,1,0,0,0,0,0,1,0,0,0,0,0
全量,01006003,草桥关,历史戏,权力关系,战争武略,7,政治权力|家庭亲情,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,0.809524,0.266667,29.18,政治权力:帝、臣、朝、圣旨、关系先验:权力关系|家庭亲情:子、父子、亲、关系先验:亲属关系、父|战争武略:关、将、战争、类别先验:历史戏、武略,0,1,0,1,0,0,1,0,0,0,0,0
全量,01006004,九更天,公案戏,审判与恩怨关系,忠义家国,1,政治权力|公案冤狱|文人世情,T01020512,忠义家国|政治权力|公案冤狱|文人世情,忠义家国 + 政治权力 + 公案冤狱 + 文人世情,4,1|2|5|12,1,12,0.52381,0.433333,28.76,忠义家国:文天祥、义、关系先验:同盟关系|家庭亲情:女、父母、类别先验:家庭戏、母、亲|公案冤狱:冤、铡、案、狱、公堂|文人世情:书生、文、书、才、画,1,1,0,0,1,0,0,0,0,0,0,1
全量,01006005,状元谱,家庭戏,亲属关系,文人世情,12,家庭亲情,T0412,家庭亲情|文人世情,家庭亲情 + 文人世情,2,4|12,4,12,0.7,0.5,29.67,家庭亲情:子、父母、儿、父、儿女|文人世情:状元、才、书、关系先验:婚恋关系、文,0,0,0,1,0,0,0,0,0,0,0,1
全量,01006006,叹皇陵,历史戏,权力关系,政治权力,2,战争武略,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,1.0,0.0,18.86,政治权力:篡位、帝、朝、臣、关系先验:权力关系,0,1,0,0,0,0,1,0,0,0,0,0
全量,01006007,定军山,历史戏,冲突关系,战争武略,7,忠义家国,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,0.577778,0.527778,34.51,战争武略:定军山、军、将军、将、兵,1,0,0,0,0,0,1,0,0,0,0,0
全量,01006008,宝莲灯,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘|恩怨报偿|宗教祥瑞,T03040811,婚恋姻缘|家庭亲情|恩怨报偿|宗教祥瑞,婚恋姻缘 + 家庭亲情 + 恩怨报偿 + 宗教祥瑞,4,3|4|8|11,3,11,0.9,0.166667,29.75,婚恋姻缘:夫人、夫妇、配、夫妻、类别先验:家庭戏|家庭亲情:母子、母、子、儿、父|恩怨报偿:偿命、恨、报、类别先验:家庭戏、关系先验:亲属关系|宗教祥瑞:莲灯、神仙、神、仙、梦,0,0,1,1,0,0,0,1,0,0,1,0
全量,01006009,连环套,江湖戏,审判与恩怨关系,除暴侠义,6,恩怨报偿,T0608,除暴侠义|恩怨报偿,除暴侠义 + 恩怨报偿,2,6|8,6,8,0.666667,1.0,26.69,除暴侠义:山寨、盗、英雄、连环套、寨|恩怨报偿:仇、报、冤仇、类别先验:江湖戏、报仇,0,0,0,0,0,1,0,1,0,0,0,0
全量,01006010,落马湖,江湖戏,审判与恩怨关系,除暴侠义,6,公案冤狱,T0506,公案冤狱|除暴侠义,公案冤狱 + 除暴侠义,2,5|6,5,6,0.5,0.416667,35.45,公案冤狱:公案、案、审问、冤、关系先验:权力关系|除暴侠义:英雄、盗、寨、绿林、类别先验:江湖戏,0,0,0,0,1,1,0,0,0,0,0,0
全量,01006011,花田错,家庭戏,婚恋关系,婚恋姻缘,3,家庭亲情|文人世情,T030412,婚恋姻缘|家庭亲情|文人世情,婚恋姻缘 + 家庭亲情 + 文人世情,3,3|4|12,3,12,0.714286,0.166667,33.9,婚恋姻缘:小姐、夫人、郎、婚姻、关系先验:婚恋关系|家庭亲情:女、子、儿、类别先验:家庭戏、父|除暴侠义:打虎、虎、水浒|文人世情:才、书、画、花、诗,0,0,1,1,0,0,0,0,0,0,0,1
全量,01006012,梵王宫,家庭戏,婚恋关系,婚恋姻缘,3,政治权力|家庭亲情,T020304,政治权力|婚恋姻缘|家庭亲情,政治权力 + 婚恋姻缘 + 家庭亲情,3,2|3|4,2,4,1.0,0.0,20.89,政治权力:王、宫、关系先验:权力关系、类别先验:历史戏|婚恋姻缘:西厢、郎、夫妻、洞房、关系先验:婚恋关系|家庭亲情:女、子、亲、儿、关系先验:亲属关系,0,1,1,1,0,0,0,0,0,0,0,0
全量,01006013,孝义节,神怪戏,权力关系,礼教品格,10,政治权力|恩怨报偿|宗教祥瑞,T02081011,政治权力|恩怨报偿|礼教品格|宗教祥瑞,政治权力 + 恩怨报偿 + 礼教品格 + 宗教祥瑞,4,2|8|10|11,2,11,0.666667,0.666667,22.82,政治权力:宫、帝、关系先验:权力关系、类别先验:历史戏、关系先验:同盟关系|恩怨报偿:祭江、祭、关系先验:亲属关系、恨、恩|礼教品格:孝、节、烈、尽孝、关系先验:亲属关系|宗教祥瑞:庙、神、鬼、寿、梦,0,1,0,0,0,0,0,1,0,1,1,0
全量,01006014,金水桥,家庭戏,权力关系,政治权力,2,家庭亲情|公案冤狱,T020405,政治权力|家庭亲情|公案冤狱,政治权力 + 家庭亲情 + 公案冤狱,3,2|4|5,2,5,0.8,0.3,26.41,政治权力:金殿、太师、臣、帝、天子|家庭亲情:父、子、父子、母、母亲|公案冤狱:伸冤、冤、关系先验:权力关系,0,1,0,1,1,0,0,0,0,0,0,0
全量,01006015,罗成托梦,神怪戏,婚恋关系,宗教祥瑞,11,恩怨报偿,T0811,恩怨报偿|宗教祥瑞,恩怨报偿 + 宗教祥瑞,2,8|11,8,11,1.0,0.0,18.07,宗教祥瑞:托梦、鬼、梦、佛、寿,0,0,0,0,0,0,0,1,0,0,1,0
全量,01006016,探亲相骂,家庭戏,亲属关系,家庭亲情,4,礼教品格,T0410,家庭亲情|礼教品格,家庭亲情 + 礼教品格,2,4|10,4,10,0.7,0.5,27.14,家庭亲情:娘亲、亲、母、女、儿|礼教品格:骂、节、类别先验:家庭戏、关系先验:亲属关系、礼,0,0,0,1,0,0,0,0,0,1,0,0
全量,01006017,双包案,神怪戏,审判与恩怨关系,公案冤狱,5,政治权力,T0205,政治权力|公案冤狱,政治权力 + 公案冤狱,2,2|5,2,5,1.0,0.0,21.9,公案冤狱:包公、包拯、案、类别先验:公案戏、关系先验:审判与恩怨关系,0,1,0,0,1,0,0,0,0,0,0,0
全量,01006018,上天台,历史戏,权力关系,政治权力,2,家庭亲情|战争武略,T020407,政治权力|家庭亲情|战争武略,政治权力 + 家庭亲情 + 战争武略,3,2|4|7,2,7,0.666667,1.0,22.44,政治权力:君臣、臣、帝、太师、关系先验:权力关系|家庭亲情:子、父、父子、关系先验:亲属关系、儿|战争武略:战、关、将、类别先验:历史戏、关系先验:权力关系,0,1,0,1,0,0,1,0,0,0,0,0
全量,01006019,三疑计,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘|礼教品格|文人世情,T03041012,婚恋姻缘|家庭亲情|礼教品格|文人世情,婚恋姻缘 + 家庭亲情 + 礼教品格 + 文人世情,4,3|4|10|12,3,12,1.0,0.0,29.63,婚恋姻缘:妻、夫人、关系先验:婚恋关系|家庭亲情:母、子、母亲、亲、关系先验:亲属关系|礼教品格:礼法、教、礼、节、骂|文人世情:书、灯、文、才、状元,0,0,1,1,0,0,0,0,0,1,0,1
全量,01007001,卖马,江湖戏,权力关系,除暴侠义,6,政治权力|战争武略,T020607,政治权力|除暴侠义|战争武略,政治权力 + 除暴侠义 + 战争武略,3,2|6|7,2,7,0.8,0.3,30.14,政治权力:官、王、帝、关系先验:权力关系、类别先验:历史戏|除暴侠义:盗、绿林、盗贼、虎、英雄,0,1,0,0,0,1,1,0,0,0,0,0
全量,01007002,八大锤,历史戏,冲突关系,忠义家国,1,战争武略,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,1.0,0.0,37.97,忠义家国:岳飞、尽忠、忠臣、忠、报国|战争武略:将军、失守、军、兵、计,1,0,0,0,0,0,1,0,0,0,0,0
全量,01007003,铡美案,公案戏,审判与恩怨关系,公案冤狱,5,家庭亲情,T0405,家庭亲情|公案冤狱,家庭亲情 + 公案冤狱,2,4|5,4,5,1.0,0.0,30.29,公案冤狱:包拯、铡、铡美案、案、状,0,0,0,1,1,0,0,0,0,0,0,0
全量,01007004,五台山,历史戏,亲属关系,家庭亲情,4,婚恋姻缘,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,1.0,0.0,23.42,忠义家国:殉国、关系先验:权力关系、忠|家庭亲情:父子、兄弟、父、子、太君,0,0,1,1,0,0,0,0,0,0,0,0
全量,01007005,凤鸣关,历史戏,亲属关系,战争武略,7,家庭亲情,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,1.0,0,24.22,家庭亲情:父子、子、父、关系先验:亲属关系、儿|战争武略:定军山、将、军、将军、关,0,0,0,1,0,0,1,0,0,0,0,0
全量,01007006,罗成叫关,历史戏,冲突关系,战争武略,7,忠义家国,T0107,忠义家国|战争武略,忠义家国 + 战争武略,2,1|7,1,7,1.0,0,18.16,忠义家国:殉国、义、类别先验:历史戏、关系先验:权力关系、忠臣|政治权力:朝廷、关系先验:权力关系、类别先验:历史戏、朝、王|战争武略:关、战、将、城、兵,1,0,0,0,0,0,1,0,0,0,0,0
全量,01007008,别宫,家庭戏,权力关系,恩怨报偿,8,战争武略,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,1.0,0,21.2,政治权力:宫、帝、关系先验:权力关系、类别先验:历史戏、王|恩怨报偿:祭江、祭、报仇、恩、关系先验:亲属关系,0,0,0,0,0,0,1,1,0,0,0,0
全量,01007011,蝴蝶杯,家庭戏,婚恋关系,婚恋姻缘,3,家庭亲情|战争武略|恩怨报偿,T03040708,婚恋姻缘|家庭亲情|战争武略|恩怨报偿,婚恋姻缘 + 家庭亲情 + 战争武略 + 恩怨报偿,4,3|4|7|8,3,8,0.438596,0.441176,48.7,婚恋姻缘:夫妇、夫人、小姐、洞房、姻缘|家庭亲情:父母、父、女、子、母|战争武略:将、将军、战、兵、阵|恩怨报偿:报仇、冤仇、恩、报、偿命,0,0,1,1,0,0,1,1,0,0,0,0
全量,01007013,刺王僚,历史戏,权力关系,战争武略,7,政治权力,T0207,政治权力|战争武略,政治权力 + 战争武略,2,2|7,2,7,0.666667,1.0,21.72,政治权力:王、臣、关系先验:权力关系、类别先验:历史戏、朝|战争武略:将、兵、军、类别先验:历史戏、关系先验:冲突关系,0,1,0,0,0,0,1,0,0,0,0,0
全量,01007014,五雷阵,神怪戏,冲突关系,战争武略,7,家庭亲情|宗教祥瑞,T040711,家庭亲情|战争武略|宗教祥瑞,家庭亲情 + 战争武略 + 宗教祥瑞,3,4|7|11,4,11,0.666667,0.666667,22.42,战争武略:阵、将、兵、类别先验:历史戏、战|宗教祥瑞:雷、妖、鬼、神、仙,0,0,0,1,0,0,1,0,0,0,1,0
全量,01007015,铁莲花,家庭戏,亲属关系,家庭亲情,4,战争武略,T0407,家庭亲情|战争武略,家庭亲情 + 战争武略,2,4|7,4,7,1.0,0.0,26.39,忠义家国:忠|家庭亲情:母子、子、儿、母、类别先验:家庭戏,0,0,0,1,0,0,1,0,0,0,0,0
全量,01007016,纺棉花,家庭戏,婚恋关系,婚恋姻缘,3,家庭亲情,T0304,婚恋姻缘|家庭亲情,婚恋姻缘 + 家庭亲情,2,3|4,3,4,1.0,0,22.51,婚恋姻缘:夫妇、情郎、关系先验:婚恋关系、夫妻、类别先验:家庭戏|家庭亲情:类别先验:家庭戏、子、关系先验:亲属关系、母子、儿,0,0,1,1,0,0,0,0,0,0,0,0
全量,01008003,汾河湾,家庭戏,亲属关系,家庭亲情,4,婚恋姻缘|礼教品格,T030410,婚恋姻缘|家庭亲情|礼教品格,婚恋姻缘 + 家庭亲情 + 礼教品格,3,3|4|10,3,10,1.0,0.0,27.4,婚恋姻缘:妻、夫妻、郎、姻缘、类别先验:家庭戏|家庭亲情:家门、父子、汾河湾、子、儿|礼教品格:贞节、节、贞、礼、类别先验:家庭戏,0,0,1,1,0,0,0,0,0,1,0,0
全量,01008004,阳平关,历史戏,冲突关系,战争武略,7,恩怨报偿,T0708,战争武略|恩怨报偿,战争武略 + 恩怨报偿,2,7|8,7,8,0.933333,0.1,40.02,战争武略:定军山、军、失守、将军、兵|恩怨报偿:报仇、报、仇、复仇、关系先验:冲突关系,0,0,0,0,0,0,1,1,0,0,0,0
全量,01008005,算粮登殿,家庭戏,婚恋关系,婚恋姻缘,3,政治权力|家庭亲情,T020304,政治权力|婚恋姻缘|家庭亲情,政治权力 + 婚恋姻缘 + 家庭亲情,3,2|3|4,2,4,0.964286,0.047619,30.87,政治权力:王、登殿、关系先验:权力关系、皇帝、丞相|婚恋姻缘:夫妇、夫妻、郎、妻、类别先验:家庭戏|家庭亲情:父、母、女、姐妹、类别先验:家庭戏,0,1,1,1,0,0,0,0,0,0,0,0
全量,01008006,虹霓关,历史戏,审判与恩怨关系,恩怨报偿,8,婚恋姻缘|战争武略,T030708,婚恋姻缘|战争武略|恩怨报偿,婚恋姻缘 + 战争武略 + 恩怨报偿,3,3|7|8,3,8,0.8,0.3,33.18,婚恋姻缘:夫人、夫妻、夫妇、妻、婚姻|战争武略:将、战、关、将军、阵|恩怨报偿:报仇、仇、报、恨、祭,0,0,1,0,0,0,1,1,0,0,0,0
