剧本ID,剧目名称,剧目类别,内容量权重,网络密度,度中心化,闭环ID,层级路径,角色关系类型,主题,叙事结构线,波动型,关系演化结局,联动层级序号,联动匹配强度,是否主路径
01001018,双狮图,历史戏,23.82,0.4145,0.3212,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,4,42.25,否
01001018,双狮图,历史戏,23.82,0.4145,0.3212,loop-063,审判与恩怨关系>恩怨报偿>多峰型>多峰-恩怨反复>恶人受惩,审判与恩怨关系,恩怨报偿,多峰型,多峰-恩怨反复,恶人受惩,5,33.45,否
01001018,双狮图,历史戏,23.82,0.4145,0.3212,loop-060,审判与恩怨关系>公案冤狱>中峰型>中峰-中段审判>冤案昭雪,审判与恩怨关系,公案冤狱,中峰型,中峰-中段审判,冤案昭雪,6,24.0,否
01001018,双狮图,历史戏,23.82,0.4145,0.3212,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,7,32.45,否
01001018,双狮图,历史戏,23.82,0.4145,0.3212,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,8,29.3,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,1,29.45,是
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-050,冲突关系>战争武略>后峰型>后峰-结尾爆发>复仇完成,冲突关系,战争武略,后峰型,后峰-结尾爆发,复仇完成,2,29.45,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-055,冲突关系>恩怨报偿>后峰型>后峰-压轴报偿>阵营转投,冲突关系,恩怨报偿,后峰型,后峰-压轴报偿,阵营转投,3,24.05,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,4,24.05,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-053,冲突关系>除暴侠义>后峰型>后峰-压轴报偿>阵营转投,冲突关系,除暴侠义,后峰型,后峰-压轴报偿,阵营转投,5,23.15,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-041,同盟关系>战争武略>后峰型>后峰-结尾爆发>阵营转投,同盟关系,战争武略,后峰型,后峰-结尾爆发,阵营转投,6,24.5,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-044,同盟关系>除暴侠义>后峰型>后峰-压轴报偿>君臣尽忠,同盟关系,除暴侠义,后峰型,后峰-压轴报偿,君臣尽忠,7,18.2,否
01001019,柴桑口,历史戏,23.71,0.2729,0.4876,loop-047,同盟关系>政治权力>后峰型>后峰-末端清算>结义同心,同盟关系,政治权力,后峰型,后峰-末端清算,结义同心,8,17.3,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,45.0,是
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,45.0,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,3,30.15,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,4,30.15,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,5,28.35,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,6,19.15,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-054,冲突关系>恩怨报偿>多峰型>多峰-恩怨反复>复仇完成,冲突关系,恩怨报偿,多峰型,多峰-恩怨反复,复仇完成,7,17.35,否
01001020,宋江闹院,历史戏,27.96,0.5417,0.3211,loop-051,冲突关系>除暴侠义>前锋型>前锋-早峰回落>敌对和解,冲突关系,除暴侠义,前锋型,前锋-早峰回落,敌对和解,8,15.1,否
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-048,冲突关系>战争武略>多峰型>多峰-连战递进>敌对消灭,冲突关系,战争武略,多峰型,多峰-连战递进,敌对消灭,1,51.5,是
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-049,冲突关系>战争武略>中峰型>中峰-中段征战>敌对和解,冲突关系,战争武略,中峰型,中峰-中段征战,敌对和解,2,51.5,否
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-056,冲突关系>恩怨报偿>后峰型>后峰-末端清算>善恶翻转,冲突关系,恩怨报偿,后峰型,后峰-末端清算,善恶翻转,3,33.05,否
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-054,冲突关系>恩怨报偿>多峰型>多峰-恩怨反复>复仇完成,冲突关系,恩怨报偿,多峰型,多峰-恩怨反复,复仇完成,4,33.05,否
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,5,44.0,否
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,6,31.4,否
01002001,李陵碑,家庭戏,21.59,0.2443,0.4357,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,7,30.95,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,29.5,是
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,29.5,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,3,26.8,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,4,26.8,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-014,婚恋关系>婚恋姻缘>多峰型>多峰-离合循环>夫妻重圆,婚恋关系,婚恋姻缘,多峰型,多峰-离合循环,夫妻重圆,5,24.1,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-015,婚恋关系>家庭亲情>平稳型>平稳-循环回归>婚恋错失,婚恋关系,家庭亲情,平稳型,平稳-循环回归,婚恋错失,6,17.35,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-018,婚恋关系>礼教品格>平稳型>平稳-低振守常>夫妻重圆,婚恋关系,礼教品格,平稳型,平稳-低振守常,夫妻重圆,7,17.35,否
01002003,祭长江,历史戏,15.68,0.5751,0.0,loop-046,同盟关系>政治权力>中峰型>中峰-中段计谋>君臣尽忠,同盟关系,政治权力,中峰型,中峰-中段计谋,君臣尽忠,8,19.05,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,61.0,是
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,61.0,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-017,婚恋关系>家庭亲情>后峰型>后峰-终局和解>贞节守义,婚恋关系,家庭亲情,后峰型,后峰-终局和解,贞节守义,3,49.45,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-015,婚恋关系>家庭亲情>平稳型>平稳-循环回归>婚恋错失,婚恋关系,家庭亲情,平稳型,平稳-循环回归,婚恋错失,4,49.45,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-014,婚恋关系>婚恋姻缘>多峰型>多峰-离合循环>夫妻重圆,婚恋关系,婚恋姻缘,多峰型,多峰-离合循环,夫妻重圆,5,33.25,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-021,婚恋关系>文人世情>平稳型>平稳-中段微折>贞节守义,婚恋关系,文人世情,平稳型,平稳-中段微折,贞节守义,6,30.1,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,7,28.3,否
01002004,探寒窑,家庭戏,23.73,0.5704,0.5326,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,8,23.35,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,1,67.0,是
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,2,67.0,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,3,42.7,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,4,42.7,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-006,亲属关系>忠义家国>后峰型>后峰-迟来显义>亲情牺牲,亲属关系,忠义家国,后峰型,后峰-迟来显义,亲情牺牲,5,39.55,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-017,婚恋关系>家庭亲情>后峰型>后峰-终局和解>贞节守义,婚恋关系,家庭亲情,后峰型,后峰-终局和解,贞节守义,6,53.25,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-013,婚恋关系>婚恋姻缘>后峰型>后峰-终局和解>婚恋错失,婚恋关系,婚恋姻缘,后峰型,后峰-终局和解,婚恋错失,7,39.3,否
01002005,落花园,家庭戏,21.44,0.4586,0.3345,loop-023,婚恋关系>文人世情>多峰型>多峰-连环误会>婚恋成全,婚恋关系,文人世情,多峰型,多峰-连环误会,婚恋成全,8,35.7,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-072,审判与恩怨关系>公案冤狱>中峰型>中峰-中段审判>世情讽喻,审判与恩怨关系,公案冤狱,中峰型,中峰-中段审判,世情讽喻,1,43.55,是
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-060,审判与恩怨关系>公案冤狱>中峰型>中峰-中段审判>冤案昭雪,审判与恩怨关系,公案冤狱,中峰型,中峰-中段审判,冤案昭雪,2,43.55,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-063,审判与恩怨关系>恩怨报偿>多峰型>多峰-恩怨反复>恶人受惩,审判与恩怨关系,恩怨报偿,多峰型,多峰-恩怨反复,恶人受惩,3,25.1,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-064,审判与恩怨关系>恩怨报偿>后峰型>后峰-压轴报偿>恩情偿还,审判与恩怨关系,恩怨报偿,后峰型,后峰-压轴报偿,恩情偿还,4,25.1,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-034,权力关系>公案冤狱>多峰型>多峰-审断反复>功名显达,权力关系,公案冤狱,多峰型,多峰-审断反复,功名显达,5,41.35,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,6,27.85,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-032,权力关系>战争武略>后峰型>后峰-结尾爆发>功名显达,权力关系,战争武略,后峰型,后峰-结尾爆发,功名显达,7,26.5,否
01002006,探阴山,公案戏,21.95,0.4232,0.5754,loop-002,亲属关系>家庭亲情>后峰型>后峰-终局和解>亲情牺牲,亲属关系,家庭亲情,后峰型,后峰-终局和解,亲情牺牲,8,27.0,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,1,69.05,是
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-026,权力关系>政治权力>后峰型>后峰-末端清算>主从归顺,权力关系,政治权力,后峰型,后峰-末端清算,主从归顺,2,69.05,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-030,权力关系>战争武略>多峰型>多峰-连战递进>主从归顺,权力关系,战争武略,多峰型,多峰-连战递进,主从归顺,3,49.7,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,4,49.7,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-029,权力关系>忠义家国>多峰型>多峰-连战递进>权谋败露,权力关系,忠义家国,多峰型,多峰-连战递进,权谋败露,5,43.4,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,6,62.0,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,7,40.4,否
01002007,打金枝,家庭戏,23.96,0.2825,0.4279,loop-006,亲属关系>忠义家国>后峰型>后峰-迟来显义>亲情牺牲,亲属关系,忠义家国,后峰型,后峰-迟来显义,亲情牺牲,8,36.8,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,62.0,是
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,62.0,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,3,49.4,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-009,亲属关系>恩怨报偿>多峰型>多峰-恩怨反复>宗族复位,亲属关系,恩怨报偿,多峰型,多峰-恩怨反复,宗族复位,4,49.4,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,5,46.25,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-040,同盟关系>战争武略>中峰型>中峰-中段征战>义助功成,同盟关系,战争武略,中峰型,中峰-中段征战,义助功成,6,30.05,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-042,同盟关系>除暴侠义>前锋型>前锋-早峰回落>义助功成,同盟关系,除暴侠义,前锋型,前锋-早峰回落,义助功成,7,30.05,否
01002008,八义图,家庭戏,27.36,0.3062,0.4112,loop-017,婚恋关系>家庭亲情>后峰型>后峰-终局和解>贞节守义,婚恋关系,家庭亲情,后峰型,后峰-终局和解,贞节守义,8,44.95,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,66.0,是
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,66.0,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-010,亲属关系>恩怨报偿>后峰型>后峰-压轴报偿>名节昭彰,亲属关系,恩怨报偿,后峰型,后峰-压轴报偿,名节昭彰,3,48.9,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-011,亲属关系>恩怨报偿>后峰型>后峰-末端清算>亲缘团圆,亲属关系,恩怨报偿,后峰型,后峰-末端清算,亲缘团圆,4,48.9,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-004,亲属关系>礼教品格>中峰型>中峰-中段伦理压迫>亲情牺牲,亲属关系,礼教品格,中峰型,中峰-中段伦理压迫,亲情牺牲,5,48.45,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-031,权力关系>战争武略>中峰型>中峰-中段征战>权谋败露,权力关系,战争武略,中峰型,中峰-中段征战,权谋败露,6,51.55,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-025,权力关系>政治权力>中峰型>中峰-中段计谋>权力更替,权力关系,政治权力,中峰型,中峰-中段计谋,权力更替,7,40.75,否
01002009,鱼肠剑,历史戏,28.41,0.2724,0.3754,loop-041,同盟关系>战争武略>后峰型>后峰-结尾爆发>阵营转投,同盟关系,战争武略,后峰型,后峰-结尾爆发,阵营转投,8,45.5,否
01002010,钓金龟,家庭戏,23.42,0.6285,0.516,loop-000,亲属关系>家庭亲情>平稳型>平稳-循环回归>亲缘团圆,亲属关系,家庭亲情,平稳型,平稳-循环回归,亲缘团圆,1,73.0,是
01002010,钓金龟,家庭戏,23.42,0.6285,0.516,loop-001,亲属关系>家庭亲情>前锋型>前锋-先决裂后修补>代际和解,亲属关系,家庭亲情,前锋型,前锋-先决裂后修补,代际和解,2,73.0,否
01002010,钓金龟,家庭戏,23.42,0.6285,0.516,loop-005,亲属关系>礼教品格>后峰型>后峰-迟来显义>宗族复位,亲属关系,礼教品格,后峰型,后峰-迟来显义,宗族复位,3,55.45,否
